population,border_color,name,set_or_source,collector_number,scryfall_id,card_pk,matched_printing,census,image_url,image_w,image_h,aspect_ratio,bleed_class,prod_layout_class,placement,avg_r,avg_g,avg_b,brightness,saturation,mean_std_r,uniform,classifier_verdict,left_r,left_g,left_b,left_brightness,left_saturation,left_std_r,left_n_px,right_r,right_g,right_b,right_brightness,right_saturation,right_std_r,right_n_px,top_r,top_g,top_b,top_brightness,top_saturation,top_std_r,top_n_px,bottom_r,bottom_g,bottom_b,bottom_brightness,bottom_saturation,bottom_std_r,bottom_n_px
catalogue,silver,Sword of Dungeons & Dragons [UST],PsilosX,,,226743,Sword of Dungeons & Dragons [ust 163],full,https://cdn.proxyprints.ca/images/google_drive/full/1Z8DjC9EkvHRjDpnrXjkwcaaWuwQTYMDW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,42.48,45.48,67.52,51.83,25.04,38.27,False,borderless,32.2,36.31,77.28,48.6,45.08,21.1,9072,57.46,65.73,90.25,71.15,32.79,64.37,8424,80.27,79.87,102.56,87.57,22.69,67.61,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Sword of Dungeons & Dragons [UST],PsilosX,,,226743,Sword of Dungeons & Dragons [ust 163],full,https://cdn.proxyprints.ca/images/google_drive/full/1Z8DjC9EkvHRjDpnrXjkwcaaWuwQTYMDW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,42.48,45.48,67.52,51.83,25.04,38.27,False,borderless,32.2,36.31,77.28,48.6,45.08,21.1,9072,57.46,65.73,90.25,71.15,32.79,64.37,8424,80.27,79.87,102.56,87.57,22.69,67.61,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Sword of Dungeons & Dragons [UST],PsilosX,,,226743,Sword of Dungeons & Dragons [ust 163],full,https://cdn.proxyprints.ca/images/google_drive/full/1Z8DjC9EkvHRjDpnrXjkwcaaWuwQTYMDW.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,52.42,57.23,81.59,63.74,29.17,55.99,False,borderless,44.07,53.78,100.8,66.21,56.72,31.34,7852,66.79,68.76,90.52,75.36,23.73,67.06,7852,82.48,90.05,118.73,97.09,36.24,67.89,5629,16.32,16.32,16.32,16.32,0.0,57.67,5629
catalogue,silver,"Discord, Lord of Disharmony [SLD]",Sliver of Slytherin,,,217064,"Discord, Lord of Disharmony [sld 798]",full,https://cdn.proxyprints.ca/images/google_drive/full/1evvEfV8sqi62N4gvu-DFVYlTKIUkAGmU.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,24.56,28.8,48.03,33.8,23.47,14.29,True,black,34.63,38.12,62.78,45.18,28.15,22.37,9072,42.38,49.5,81.47,57.78,39.09,26.25,8424,21.23,27.56,47.88,32.23,26.65,8.55,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,"Discord, Lord of Disharmony [SLD]",Sliver of Slytherin,,,217064,"Discord, Lord of Disharmony [sld 798]",full,https://cdn.proxyprints.ca/images/google_drive/full/1evvEfV8sqi62N4gvu-DFVYlTKIUkAGmU.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,24.56,28.8,48.03,33.8,23.47,14.29,True,black,34.63,38.12,62.78,45.18,28.15,22.37,9072,42.38,49.5,81.47,57.78,39.09,26.25,8424,21.23,27.56,47.88,32.23,26.65,8.55,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,"Discord, Lord of Disharmony [SLD]",Sliver of Slytherin,,,217064,"Discord, Lord of Disharmony [sld 798]",full,https://cdn.proxyprints.ca/images/google_drive/full/1evvEfV8sqi62N4gvu-DFVYlTKIUkAGmU.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,45.31,46.81,67.09,53.07,21.78,43.04,False,borderless,48.89,59.95,90.61,66.48,41.72,24.33,7852,52.48,59.35,99.74,70.52,47.27,21.72,7852,63.61,51.69,61.73,59.01,11.92,70.74,5629,16.26,16.27,16.26,16.26,0.0,55.36,5629
catalogue,silver,Nerf War (Normal) [H17],TwoSheds,,,212617,Nerf War [h17 2],full,https://cdn.proxyprints.ca/images/google_drive/full/1foLADQ9n3MLTzFmFGZCqsNawng8t0ZK1.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Nerf War (Normal) [H17],TwoSheds,,,212617,Nerf War [h17 2],full,https://cdn.proxyprints.ca/images/google_drive/full/1foLADQ9n3MLTzFmFGZCqsNawng8t0ZK1.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Nerf War (Normal) [H17],TwoSheds,,,212617,Nerf War [h17 2],full,https://cdn.proxyprints.ca/images/google_drive/full/1foLADQ9n3MLTzFmFGZCqsNawng8t0ZK1.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,113.37,100.62,58.01,90.67,55.35,88.27,False,borderless,139.58,121.32,62.96,107.95,76.61,87.16,7852,164.21,141.84,71.42,125.83,92.79,78.2,7852,116.47,106.12,64.46,95.68,52.0,109.12,5629,33.21,33.21,33.21,33.21,0.0,78.58,5629
catalogue,silver,Nerf War [H17],TwoSheds,,,210432,Nerf War [h17 2],full,https://cdn.proxyprints.ca/images/google_drive/full/1iZGID1xyDjCIunq_K-vGUL2cty0m6y2V.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,35.04,30.88,28.17,31.36,6.87,32.92,False,borderless,70.6,65.38,60.93,65.63,9.66,66.74,9072,69.56,58.14,51.74,59.81,17.81,64.96,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Nerf War [H17],TwoSheds,,,210432,Nerf War [h17 2],full,https://cdn.proxyprints.ca/images/google_drive/full/1iZGID1xyDjCIunq_K-vGUL2cty0m6y2V.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,35.04,30.88,28.17,31.36,6.87,32.92,False,borderless,70.6,65.38,60.93,65.63,9.66,66.74,9072,69.56,58.14,51.74,59.81,17.81,64.96,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Nerf War [H17],TwoSheds,,,210432,Nerf War [h17 2],full,https://cdn.proxyprints.ca/images/google_drive/full/1iZGID1xyDjCIunq_K-vGUL2cty0m6y2V.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,105.01,89.94,62.52,85.82,42.49,75.24,False,borderless,110.39,94.67,70.32,91.79,40.07,63.89,7852,132.42,100.72,67.5,100.22,64.92,61.2,7852,147.66,134.8,82.69,121.72,64.98,100.66,5629,29.56,29.56,29.56,29.56,0.0,75.22,5629
catalogue,silver,Construct [UST],PsilosX Tokens,,,219890,Riveting Rigger [ust 19],full,https://cdn.proxyprints.ca/images/google_drive/full/1rj8-16v5OEvei5ieOZ5ZW9Cjz8GRs_s0.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Construct [UST],PsilosX Tokens,,,219890,Riveting Rigger [ust 19],full,https://cdn.proxyprints.ca/images/google_drive/full/1rj8-16v5OEvei5ieOZ5ZW9Cjz8GRs_s0.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Construct [UST],PsilosX Tokens,,,219890,Riveting Rigger [ust 19],full,https://cdn.proxyprints.ca/images/google_drive/full/1rj8-16v5OEvei5ieOZ5ZW9Cjz8GRs_s0.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,67.08,76.75,78.6,74.14,11.52,53.56,False,borderless,120.58,132.48,132.7,128.58,12.12,84.96,7852,119.41,134.43,136.48,130.11,17.07,74.61,7852,20.19,31.93,37.07,29.73,16.88,13.71,5629,8.16,8.15,8.15,8.16,0.01,40.96,5629
catalogue,silver,Bog Humbugs (Normal) [HHO],PsilosX,,,227440,Bog Humbugs [hho 18],full,https://cdn.proxyprints.ca/images/google_drive/full/1uPkmVSUODDwT_tI8M_2JguytSqDbtOOZ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,109.68,118.52,123.97,117.39,14.29,27.62,False,borderless,138.58,149.72,156.6,148.3,18.02,55.56,9072,139.15,150.36,157.29,148.93,18.14,54.94,8424,161,174,182,172.33,21,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Bog Humbugs (Normal) [HHO],PsilosX,,,227440,Bog Humbugs [hho 18],full,https://cdn.proxyprints.ca/images/google_drive/full/1uPkmVSUODDwT_tI8M_2JguytSqDbtOOZ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,109.68,118.52,123.97,117.39,14.29,27.62,False,borderless,138.58,149.72,156.6,148.3,18.02,55.56,9072,139.15,150.36,157.29,148.93,18.14,54.94,8424,161,174,182,172.33,21,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,Bog Humbugs (Normal) [HHO],PsilosX,,,227440,Bog Humbugs [hho 18],full,https://cdn.proxyprints.ca/images/google_drive/full/1uPkmVSUODDwT_tI8M_2JguytSqDbtOOZ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,70.17,76.71,75.42,74.1,6.54,65.9,False,borderless,82.89,91.69,88.16,87.58,8.8,62.0,7852,75.47,82.48,79.63,79.19,7.01,63.38,7852,96.48,106.83,108.06,103.79,11.58,67.96,5629,25.82,25.82,25.82,25.82,0.0,70.25,5629
catalogue,silver,"Grimlock, Dinobot Leader (Normal) [H17]",TwoSheds,,,209951,"Grimlock, Dinobot Leader // Grimlock, Ferocious King [h17 1]",full,https://cdn.proxyprints.ca/images/google_drive/full/1yskQVY9dhOSL09-lkddLquUxzIrZ4jKd.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,"Grimlock, Dinobot Leader (Normal) [H17]",TwoSheds,,,209951,"Grimlock, Dinobot Leader // Grimlock, Ferocious King [h17 1]",full,https://cdn.proxyprints.ca/images/google_drive/full/1yskQVY9dhOSL09-lkddLquUxzIrZ4jKd.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,silver,"Grimlock, Dinobot Leader (Normal) [H17]",TwoSheds,,,209951,"Grimlock, Dinobot Leader // Grimlock, Ferocious King [h17 1]",full,https://cdn.proxyprints.ca/images/google_drive/full/1yskQVY9dhOSL09-lkddLquUxzIrZ4jKd.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,80.75,88.81,85.35,84.97,8.07,77.98,False,borderless,103.46,121.93,128.5,117.96,25.04,69.42,7852,105.43,126.67,133.62,121.91,28.19,57.39,7852,89.95,82.5,55.12,75.86,34.83,116.25,5629,24.15,24.15,24.15,24.15,0.0,68.87,5629
catalogue,white,Wei Assassins [PTK],PsilosX,,,230016,Wei Assassins [ptk 86],full,https://cdn.proxyprints.ca/images/google_drive/full/10hID4PjodI9uyJAj-420ojwvCjWgV2iu.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,33.65,56.5,53.09,47.74,22.85,18.03,False,borderless,38.12,49.72,38.73,42.19,11.6,27.68,9072,56.02,65.18,46.09,55.76,19.09,33.06,8424,40.44,111.08,127.54,93.02,87.1,11.39,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Wei Assassins [PTK],PsilosX,,,230016,Wei Assassins [ptk 86],full,https://cdn.proxyprints.ca/images/google_drive/full/10hID4PjodI9uyJAj-420ojwvCjWgV2iu.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,33.65,56.5,53.09,47.74,22.85,18.03,False,borderless,38.12,49.72,38.73,42.19,11.6,27.68,9072,56.02,65.18,46.09,55.76,19.09,33.06,8424,40.44,111.08,127.54,93.02,87.1,11.39,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Wei Assassins [PTK],PsilosX,,,230016,Wei Assassins [ptk 86],full,https://cdn.proxyprints.ca/images/google_drive/full/10hID4PjodI9uyJAj-420ojwvCjWgV2iu.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,54.96,73.02,61.17,63.05,18.06,28.87,False,borderless,54.16,67.82,52.18,58.06,15.64,25.16,7852,75.91,81.83,56.26,71.33,25.57,27.04,7852,79.59,132.23,126.05,112.62,52.65,16.6,5629,10.19,10.19,10.19,10.19,0.0,46.66,5629
catalogue,white,Food [SLD] (scan),PsilosX Tokens,,,224637,Food [sld 2013],full,https://cdn.proxyprints.ca/images/google_drive/full/10oErQFKiSQ-tV1Gf7GUQFJfifYVwDHsf.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,249,249,249,249.0,0,0.0,True,white,249,249,249,249.0,0,0.0,9072,249,249,249,249.0,0,0.0,8424,249,249,249,249.0,0,0.0,6664,249,249,249,249.0,0,0.0,6664
catalogue,white,Food [SLD] (scan),PsilosX Tokens,,,224637,Food [sld 2013],full,https://cdn.proxyprints.ca/images/google_drive/full/10oErQFKiSQ-tV1Gf7GUQFJfifYVwDHsf.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,249,249,249,249.0,0,0.0,True,white,249,249,249,249.0,0,0.0,9072,249,249,249,249.0,0,0.0,8424,249,249,249,249.0,0,0.0,6664,249,249,249,249.0,0,0.0,6664
catalogue,white,Food [SLD] (scan),PsilosX Tokens,,,224637,Food [sld 2013],full,https://cdn.proxyprints.ca/images/google_drive/full/10oErQFKiSQ-tV1Gf7GUQFJfifYVwDHsf.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,242.81,241.66,242.12,242.2,1.15,28.62,False,borderless,249.06,248.95,248.98,249.0,0.12,0.24,7852,245.78,244.97,243.83,244.86,1.96,23.27,7852,233.82,230.14,233.11,232.36,3.68,55.56,5629,242.58,242.58,242.58,242.58,0.0,35.41,5629
catalogue,white,Wild Growth (Tony Szczudlo) [7ED],PsilosX,,,231870,Wild Growth [7ed 282],full,https://cdn.proxyprints.ca/images/google_drive/full/11_U0wi7L1gEXpwtVFYl42kMrZxHfhZhc.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,44.74,67.02,44.44,52.07,22.58,28.99,False,borderless,77.73,107.96,70.74,85.48,37.22,59.69,9072,69.1,106.16,65.33,80.2,40.83,44.13,8424,32.13,53.98,41.7,42.6,21.85,12.12,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Wild Growth (Tony Szczudlo) [7ED],PsilosX,,,231870,Wild Growth [7ed 282],full,https://cdn.proxyprints.ca/images/google_drive/full/11_U0wi7L1gEXpwtVFYl42kMrZxHfhZhc.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,44.74,67.02,44.44,52.07,22.58,28.99,False,borderless,77.73,107.96,70.74,85.48,37.22,59.69,9072,69.1,106.16,65.33,80.2,40.83,44.13,8424,32.13,53.98,41.7,42.6,21.85,12.12,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Wild Growth (Tony Szczudlo) [7ED],PsilosX,,,231870,Wild Growth [7ed 282],full,https://cdn.proxyprints.ca/images/google_drive/full/11_U0wi7L1gEXpwtVFYl42kMrZxHfhZhc.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,53.69,76.71,54.57,61.65,23.02,42.41,False,borderless,81.46,117.79,79.99,93.08,37.8,50.87,7852,83.35,118.19,78.53,93.36,39.67,43.15,7852,32.25,53.15,42.06,42.49,20.9,15.11,5629,17.69,17.69,17.69,17.69,0.0,60.52,5629
catalogue,white,Veil of Summer [MB2] (Lake Hurwitz),Polymath,,,193783,Veil of Summer [mb2 75],full,https://cdn.proxyprints.ca/images/google_drive/full/11rptQ_e_bwq_dKWmnVWvdXOb4qFEcIjQ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,40.37,47.68,28.15,38.73,19.53,26.05,False,borderless,36.91,42.7,23.59,34.4,19.11,32.12,9072,60.13,71.12,45.79,59.01,25.33,41.78,8424,64.43,76.9,43.23,61.52,33.67,30.3,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Veil of Summer [MB2] (Lake Hurwitz),Polymath,,,193783,Veil of Summer [mb2 75],full,https://cdn.proxyprints.ca/images/google_drive/full/11rptQ_e_bwq_dKWmnVWvdXOb4qFEcIjQ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,40.37,47.68,28.15,38.73,19.53,26.05,False,borderless,36.91,42.7,23.59,34.4,19.11,32.12,9072,60.13,71.12,45.79,59.01,25.33,41.78,8424,64.43,76.9,43.23,61.52,33.67,30.3,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Veil of Summer [MB2] (Lake Hurwitz),Polymath,,,193783,Veil of Summer [mb2 75],full,https://cdn.proxyprints.ca/images/google_drive/full/11rptQ_e_bwq_dKWmnVWvdXOb4qFEcIjQ.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,49.26,56.1,39.89,48.42,16.21,32.87,False,borderless,45.16,47.67,34.04,42.29,13.63,27.92,7852,67.61,80.99,52.97,67.19,28.02,30.46,7852,74.06,85.51,62.33,73.97,23.18,28.13,5629,10.22,10.22,10.22,10.22,0.0,44.96,5629
catalogue,white,Imperial Seal [PTK],Zahakis,,,154393,Imperial Seal [ptk 78],full,https://cdn.proxyprints.ca/images/google_drive/full/126mjzVZte9avuw0TXQCNiA9uSxz41CtG.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Imperial Seal [PTK],Zahakis,,,154393,Imperial Seal [ptk 78],full,https://cdn.proxyprints.ca/images/google_drive/full/126mjzVZte9avuw0TXQCNiA9uSxz41CtG.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Imperial Seal [PTK],Zahakis,,,154393,Imperial Seal [ptk 78],full,https://cdn.proxyprints.ca/images/google_drive/full/126mjzVZte9avuw0TXQCNiA9uSxz41CtG.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,23.18,22.97,21.62,22.59,1.56,38.77,False,borderless,25.31,24.3,23.51,24.37,1.8,37.62,7852,33.8,34.52,31.88,33.4,2.64,47.39,7852,15.15,15.46,14.08,14.9,1.38,35.99,5629,18.46,17.62,17,17.69,1.46,34.09,5629
catalogue,white,Icatian Store [5ED],[Gavin],,,194769,Icatian Store [5ed 419],full,https://cdn.proxyprints.ca/images/google_drive/full/12H1qqBQU8Qmz-9UBjpfTay_-Eq7fDn4m.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Icatian Store [5ED],[Gavin],,,194769,Icatian Store [5ed 419],full,https://cdn.proxyprints.ca/images/google_drive/full/12H1qqBQU8Qmz-9UBjpfTay_-Eq7fDn4m.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Icatian Store [5ED],[Gavin],,,194769,Icatian Store [5ed 419],full,https://cdn.proxyprints.ca/images/google_drive/full/12H1qqBQU8Qmz-9UBjpfTay_-Eq7fDn4m.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,40.65,29.74,19.62,30.01,21.03,58.6,False,borderless,35.28,24.58,16.12,25.32,19.16,54.22,7852,84.35,62.89,36.23,61.16,48.11,92.68,7852,25.25,18.8,15.72,19.92,9.53,56.43,5629,17.74,12.71,10.41,13.62,7.33,31.07,5629
catalogue,white,Mountain [5ED],PsilosX Basics,,,221613,Mountain [5ed 443],full,https://cdn.proxyprints.ca/images/google_drive/full/14MHOmXwyDxJlfSd502wIiTdstBjbIW-F.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Mountain [5ED],PsilosX Basics,,,221613,Mountain [5ed 443],full,https://cdn.proxyprints.ca/images/google_drive/full/14MHOmXwyDxJlfSd502wIiTdstBjbIW-F.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Mountain [5ED],PsilosX Basics,,,221613,Mountain [5ed 443],full,https://cdn.proxyprints.ca/images/google_drive/full/14MHOmXwyDxJlfSd502wIiTdstBjbIW-F.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,,cardspace,94.46,82.35,70.06,82.29,24.4,79.26,False,borderless,120.05,102.94,86.83,103.27,33.22,79.13,7852,122.1,104.01,86.61,104.24,35.49,73.53,7852,117.38,104.13,88.5,103.34,28.88,103.5,5629,18.3,18.3,18.3,18.3,0.0,60.89,5629
catalogue,white,Ruins of Trokair [6ED],[Gavin],,,194859,Ruins of Trokair [6ed 327],full,https://cdn.proxyprints.ca/images/google_drive/full/14iCe733ZUH0glM0er4kEFrefxejP6oIH.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Ruins of Trokair [6ED],[Gavin],,,194859,Ruins of Trokair [6ed 327],full,https://cdn.proxyprints.ca/images/google_drive/full/14iCe733ZUH0glM0er4kEFrefxejP6oIH.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Ruins of Trokair [6ED],[Gavin],,,194859,Ruins of Trokair [6ed 327],full,https://cdn.proxyprints.ca/images/google_drive/full/14iCe733ZUH0glM0er4kEFrefxejP6oIH.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,40.68,29.74,19.61,30.01,21.06,58.6,False,borderless,35.3,24.58,16.11,25.33,19.19,54.17,7852,84.34,62.89,36.23,61.15,48.11,92.69,7852,25.33,18.79,15.72,19.94,9.61,56.45,5629,17.74,12.72,10.4,13.62,7.34,31.08,5629
catalogue,white,Oppression [7ED],Zahakis,,,154413,Oppression [7ed 152],full,https://cdn.proxyprints.ca/images/google_drive/full/18h_wGaLf0_VgMK3zqxA4SIqYGvN382C6.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Oppression [7ED],Zahakis,,,154413,Oppression [7ed 152],full,https://cdn.proxyprints.ca/images/google_drive/full/18h_wGaLf0_VgMK3zqxA4SIqYGvN382C6.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,production,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Oppression [7ED],Zahakis,,,154413,Oppression [7ed 152],full,https://cdn.proxyprints.ca/images/google_drive/full/18h_wGaLf0_VgMK3zqxA4SIqYGvN382C6.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,cardspace,23.18,22.97,21.62,22.59,1.56,38.77,False,borderless,25.31,24.3,23.51,24.37,1.8,37.62,7852,33.8,34.52,31.88,33.4,2.64,47.39,7852,15.15,15.46,14.08,14.9,1.38,35.99,5629,18.46,17.62,17,17.69,1.46,34.09,5629
catalogue,white,Seeker of Skybreak [7ED],PsilosX,,,231739,Seeker of Skybreak [7ed 268],full,https://cdn.proxyprints.ca/images/google_drive/full/19d48AlpRAVp6II3rrOtcJ7AtHp3ODJ5_.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,raw,52.81,62.86,46.16,53.94,16.7,32.43,False,borderless,34.78,31.99,23.59,30.12,11.19,17.28,9072,92.86,120.84,88.72,100.81,32.12,61.55,8424,83.6,98.61,72.33,84.85,26.28,50.89,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Seeker of Skybreak [7ED],PsilosX,,,231739,Seeker of Skybreak [7ed 268],full,https://cdn.proxyprints.ca/images/google_drive/full/19d48AlpRAVp6II3rrOtcJ7AtHp3ODJ5_.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,production,52.81,62.86,46.16,53.94,16.7,32.43,False,borderless,34.78,31.99,23.59,30.12,11.19,17.28,9072,92.86,120.84,88.72,100.81,32.12,61.55,8424,83.6,98.61,72.33,84.85,26.28,50.89,6664,0,0,0,0.0,0,0.0,6664
catalogue,white,Seeker of Skybreak [7ED],PsilosX,,,231739,Seeker of Skybreak [7ed 268],full,https://cdn.proxyprints.ca/images/google_drive/full/19d48AlpRAVp6II3rrOtcJ7AtHp3ODJ5_.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,borderless,cardspace,60.82,73.29,52.91,62.34,20.37,39.38,False,borderless,39.16,40.12,28.93,36.07,11.19,6.08,7852,104.16,136.48,97.56,112.73,38.92,46.5,7852,83.55,100.14,68.75,84.15,31.38,47.16,5629,16.41,16.41,16.41,16.41,0.0,57.78,5629
catalogue,white,Birds of Paradise [7ED],Zahakis,,,155127,Birds of Paradise [7ed 231],full,https://cdn.proxyprints.ca/images/google_drive/full/19gGfS9PVcwYwImAnoeydtDrGJnLNCxdI.jpg?jpgQuality=100&dpi=250,680,925,0.73514,bleed,black,raw,0,0,0,0.0,0,0.0,True,black,0,0,0,0.0,0,0.0,9072,0,0,0,0.0,0,0.0,8424,0,0,0,0.0,0,0.0,6664,0,0,0,0.0,0,0.0,6664
